,bias,neg,pos,tgt
1360,1,330,356,1
1361,1,534,319,1
1362,1,496,601,0
1363,1,265,273,1
1364,1,213,224,1
1365,1,250,297,1
1366,1,410,327,1
1367,1,114,417,1
1368,1,635,625,1
1369,1,381,432,1
1370,1,1072,783,0
1371,1,330,500,1
1372,1,228,428,1
1373,1,114,338,1
1374,1,1072,783,0
1375,1,121,315,1
1376,1,278,396,1
1377,1,221,294,0
1378,1,223,316,0
1379,1,101,294,1
1380,1,101,293,1
1381,1,1059,881,1
1382,1,327,407,1
1383,1,422,426,0
1384,1,114,338,1
1385,1,322,530,1
1386,1,1072,783,0
1387,1,167,396,1
1388,1,197,437,1
1389,1,214,748,1
1390,1,1072,783,0
1391,1,119,318,1
1392,1,91,128,0
1393,1,133,176,1
1394,1,602,566,1
1395,1,80,149,1
1396,1,144,110,1
1397,1,110,160,1
1398,1,524,289,0
1399,1,256,437,1
1400,1,531,254,1
1401,1,92,142,1
1402,1,133,173,1
1403,1,117,147,1
1404,1,242,218,0
1405,1,62,62,1
1406,1,340,172,0
1407,1,163,193,1
1408,1,395,287,1
1409,1,639,400,1
1410,1,163,200,1
1411,1,204,242,1
1412,1,159,175,1
1413,1,407,280,1
1414,1,67,107,1
1415,1,228,193,1
1416,1,457,317,1
1417,1,129,304,1
1418,1,65,97,0
1419,1,109,216,1
1420,1,165,179,1
1421,1,56,59,0
1422,1,362,419,1
1423,1,133,176,1
1424,1,115,90,1
1425,1,165,179,1
1426,1,94,104,0
1427,1,138,402,1
1428,1,118,116,0
1429,1,292,205,0
1430,1,105,165,1
1431,1,334,251,0
1432,1,435,291,1
1433,1,203,199,1
1434,1,187,273,1
1435,1,382,303,0
1436,1,86,87,0
1437,1,401,278,1
1438,1,281,166,0
1439,1,127,109,0
1440,1,450,262,1
1441,1,111,212,1
1442,1,245,417,1
1443,1,103,274,1
1444,1,289,296,0
1445,1,173,179,0
1446,1,98,69,0
1447,1,553,319,0
1448,1,112,56,0
1449,1,235,267,1
1450,1,33,49,0
1451,1,150,177,0
1452,1,40,51,0
1453,1,121,205,0
1454,1,223,152,1
1455,1,84,73,0
1456,1,90,70,0
1457,1,91,220,1
1458,1,107,98,1
1459,1,96,89,1
1460,1,120,148,0
1461,1,113,78,1
1462,1,772,334,0
1463,1,100,61,0
1464,1,150,138,0
1465,1,196,139,0
1466,1,57,62,0
1467,1,303,214,0
1468,1,67,59,0
1469,1,209,113,0
1470,1,236,169,1
1471,1,225,180,0
1472,1,89,95,1
1473,1,102,51,0
1474,1,382,228,0
1475,1,144,173,1
1476,1,894,329,0
1477,1,150,85,0
1478,1,105,67,0
1479,1,96,98,0
1480,1,166,146,0
1481,1,99,66,0
1482,1,90,54,0
1483,1,61,41,0
1484,1,75,57,0
1485,1,346,228,1
1486,1,305,168,0
1487,1,63,58,1
1488,1,476,243,0
1489,1,460,374,0
1490,1,146,123,0
1491,1,93,65,0
1492,1,274,172,0
1493,1,173,275,1
1494,1,91,78,0
1495,1,94,64,0
1496,1,306,164,0
1497,1,53,65,1
1498,1,188,114,0
1499,1,272,194,1
1500,1,82,64,0
1501,1,242,524,1
1502,1,242,524,1
1503,1,242,524,1
1504,1,252,216,1
1505,1,152,186,1
1506,1,242,524,1
1507,1,201,95,0
1508,1,226,188,0
1509,1,210,240,1
1510,1,242,524,1
1511,1,121,127,0
1512,1,197,137,1
1513,1,414,307,0
1514,1,222,124,1
1515,1,152,186,1
1516,1,242,524,1
1517,1,244,265,1
1518,1,242,524,1
1519,1,222,124,1
1520,1,156,85,1
1521,1,103,123,1
1522,1,222,124,1
1523,1,278,247,0
1524,1,442,385,0
1525,1,231,129,0
1526,1,211,104,0
1527,1,180,152,0
1528,1,268,198,0
1529,1,237,286,1
1530,1,216,447,1
1531,1,155,222,1
1532,1,113,72,0
1533,1,264,330,1
1534,1,268,198,0
1535,1,225,105,0
1536,1,302,463,1
1537,1,472,267,0
1538,1,137,208,1
1539,1,281,486,1
1540,1,353,796,1
1541,1,141,169,0
1542,1,265,196,0
1543,1,184,183,0
1544,1,370,224,0
1545,1,167,209,1
1546,1,209,93,0
1547,1,134,113,0
1548,1,265,196,0
1549,1,167,209,1
1550,1,228,260,1
1551,1,265,196,0
1552,1,215,149,0
1553,1,138,162,1
1554,1,421,263,0
1555,1,125,104,0
1556,1,322,274,0
1557,1,355,605,1
1558,1,200,368,1
1559,1,152,369,1
1560,1,723,345,0
1561,1,74,36,0
1562,1,323,154,0
1563,1,307,390,0
1564,1,495,329,0
1565,1,408,154,1
1566,1,76,40,0
1567,1,153,104,1
1568,1,278,115,0
1569,1,191,118,0
1570,1,280,272,1
1571,1,37,21,0
1572,1,398,190,0
1573,1,76,35,0
1574,1,118,46,0
1575,1,117,62,1
1576,1,112,59,0
1577,1,464,214,0
1578,1,167,93,0
1579,1,289,221,0
1580,1,112,59,0
1581,1,295,280,1
1582,1,92,42,0
1583,1,37,21,0
1584,1,178,68,0
1585,1,232,148,0
1586,1,383,475,1
1587,1,328,314,1
1588,1,802,370,0
1589,1,84,41,0
1590,1,227,166,0
1591,1,348,179,1
1592,1,1262,454,0
1593,1,354,196,0
1594,1,220,163,0
1595,1,510,244,0
1596,1,99,162,1
1597,1,279,225,0
1598,1,334,278,1
1599,1,293,125,0
1600,1,73,171,0
1601,1,319,520,1
1602,1,273,264,0
1603,1,183,175,1
1604,1,161,163,1
1605,1,188,130,0
1606,1,438,211,0
1607,1,68,102,0
1608,1,85,166,1
1609,1,254,184,0
1610,1,236,128,0
1611,1,476,254,0
1612,1,129,127,0
1613,1,101,125,1
1614,1,82,104,1
1615,1,78,78,0
1616,1,127,149,0
1617,1,202,165,0
1618,1,82,104,1
1619,1,296,243,0
1620,1,357,223,1
1621,1,158,275,1
1622,1,126,120,0
1623,1,97,224,1
1624,1,84,119,1
1625,1,75,126,0
1626,1,166,155,0
1627,1,58,126,1
1628,1,187,225,0
1629,1,57,92,1
1630,1,289,261,0
1631,1,373,303,0
1632,1,367,303,1
1633,1,418,398,0
1634,1,633,385,0
1635,1,505,352,1
1636,1,281,144,0
1637,1,358,297,1
1638,1,237,227,0
1639,1,475,296,1
1640,1,148,165,1
1641,1,117,201,1
1642,1,222,130,0
1643,1,71,76,0
1644,1,201,245,0
1645,1,275,211,1
1646,1,67,73,0
1647,1,127,197,1
1648,1,152,129,0
1649,1,287,370,0
1650,1,152,129,0
1651,1,551,272,0
1652,1,107,119,0
1653,1,205,142,1
1654,1,271,191,0
1655,1,279,255,0
1656,1,304,180,0
1657,1,230,155,0
1658,1,314,262,0
1659,1,225,131,1
1660,1,144,127,0
1661,1,228,252,1
1662,1,125,142,1
1663,1,152,129,1
1664,1,128,77,0
1665,1,512,253,0
1666,1,393,144,0
1667,1,73,40,0
1668,1,428,167,0
1669,1,261,123,0
1670,1,169,86,0
1671,1,149,108,0
1672,1,268,149,0
1673,1,487,426,0
1674,1,190,114,0
1675,1,163,48,0
1676,1,70,44,0
1677,1,431,164,0
1678,1,406,193,0
1679,1,243,68,0
1680,1,62,34,0
1681,1,528,239,0
1682,1,482,328,0
1683,1,212,53,0
1684,1,182,93,0
1685,1,342,176,0
1686,1,427,190,1
1687,1,580,232,0
1688,1,98,35,0
1689,1,41,28,0
1690,1,607,489,0
1691,1,53,41,1
1692,1,94,57,0
1693,1,234,271,1
1694,1,161,72,0
1695,1,52,29,0
1696,1,403,204,0
1697,1,111,77,0
1698,1,235,143,0
1699,1,179,172,0
1700,1,185,138,0
1701,1,88,55,0
1702,1,181,95,0
1703,1,331,441,1
1704,1,226,220,1
1705,1,223,79,0
1706,1,195,115,0
1707,1,110,83,1
1708,1,261,137,0
1709,1,142,53,0
1710,1,225,496,1
1711,1,211,366,1
1712,1,190,438,1
1713,1,236,476,1
1714,1,247,310,1
1715,1,59,31,0
1716,1,270,389,1
1717,1,399,272,1
1718,1,250,177,0
1719,1,298,642,1
1720,1,428,306,1
1721,1,411,615,1
1722,1,1775,934,0
1723,1,47,30,0
1724,1,105,53,0
1725,1,226,220,1
1726,1,300,480,1
1727,1,867,372,0
1728,1,515,704,1
1729,1,294,164,0
1730,1,209,356,1
1731,1,393,214,0
1732,1,140,206,0
1733,1,298,642,1
1734,1,373,366,1
1735,1,148,133,1
1736,1,154,293,1
1737,1,203,156,1
1738,1,201,173,1
1739,1,171,339,1
1740,1,204,198,1
1741,1,23,108,1
1742,1,211,370,1
1743,1,163,367,1
1744,1,25,111,1
1745,1,72,142,1
1746,1,55,144,0
1747,1,57,43,0
1748,1,171,339,1
1749,1,101,172,1
1750,1,171,339,1
1751,1,67,201,1
1752,1,281,123,0
1753,1,164,167,0
1754,1,163,167,0
1755,1,93,86,0
1756,1,41,77,1
1757,1,60,139,1
1758,1,104,108,1
1759,1,29,35,0
1760,1,278,255,1
1761,1,25,114,1
1762,1,126,170,1
1763,1,187,182,1
1764,1,158,259,1
1765,1,156,114,1
1766,1,224,473,1
1767,1,43,121,1
1768,1,83,398,1
1769,1,161,104,0
1770,1,23,113,1
1771,1,90,159,1
1772,1,40,98,1
1773,1,25,114,1
1774,1,25,114,1
1775,1,31,115,1
1776,1,38,36,0
1777,1,229,95,0
1778,1,331,403,0
1779,1,254,226,0
1780,1,49,28,0
1781,1,391,261,0
1782,1,88,129,1
1783,1,304,273,0
1784,1,67,94,0
1785,1,154,144,0
1786,1,198,212,1
1787,1,61,153,1
1788,1,105,143,1
1789,1,202,274,0
1790,1,18,35,0
1791,1,215,200,1
1792,1,165,361,1
1793,1,301,182,0
1794,1,203,294,0
1795,1,143,201,1
1796,1,87,127,0
1797,1,639,385,0
1798,1,50,116,1
1799,1,414,328,0
1800,1,435,267,0
1801,1,123,315,1
1802,1,136,138,0
1803,1,92,128,0
1804,1,213,214,0
1805,1,134,311,1
1806,1,229,161,0
1807,1,258,352,1
1808,1,328,760,1
1809,1,84,145,0
1810,1,314,289,0
1811,1,116,132,0
1812,1,106,253,1
1813,1,90,293,1
1814,1,160,141,0
1815,1,105,336,1
1816,1,130,391,1
1817,1,610,408,1
1818,1,57,165,1
1819,1,139,402,1
1820,1,266,268,0
1821,1,188,379,1
1822,1,196,189,1
1823,1,318,346,0
1824,1,51,115,0
1825,1,399,327,0
1826,1,247,416,1
1827,1,82,193,1
1828,1,71,128,1
1829,1,200,483,1
1830,1,174,497,1
1831,1,635,574,1
1832,1,207,431,1
1833,1,128,141,0
1834,1,374,630,1
1835,1,134,178,0
1836,1,257,198,0
1837,1,112,162,0
1838,1,206,334,0
1839,1,805,496,0
1840,1,252,320,0
1841,1,234,452,1
1842,1,221,553,1
1843,1,313,342,1
1844,1,94,266,1
1845,1,714,295,0
1846,1,68,21,0
1847,1,64,11,1
1848,1,402,178,0
1849,1,341,154,0
1850,1,99,27,0
1851,1,137,36,0
1852,1,129,60,0
1853,1,103,23,1
1854,1,66,9,0
1855,1,87,21,0
1856,1,516,127,0
1857,1,103,51,0
1858,1,74,10,0
1859,1,63,9,0
1860,1,83,16,0
1861,1,438,319,1
1862,1,331,162,0
1863,1,100,33,0
1864,1,538,232,0
1865,1,341,167,0
1866,1,212,115,0
1867,1,195,47,0
1868,1,106,16,0
1869,1,81,17,0
1870,1,225,85,0
1871,1,109,17,0
1872,1,396,177,0
1873,1,62,10,1
1874,1,304,98,0
1875,1,63,9,0
1876,1,64,9,0
1877,1,489,195,0
1878,1,143,21,0
1879,1,131,62,0
1880,1,343,54,0
1881,1,76,12,0
1882,1,62,9,0
1883,1,291,100,0
1884,1,105,29,0
1885,1,141,31,0
1886,1,62,9,0
1887,1,232,89,0
1888,1,197,67,0
1889,1,77,16,0
1890,1,369,98,0
1891,1,218,201,1
1892,1,219,83,1
1893,1,81,16,0
1894,1,144,24,0
1895,1,232,89,0
1896,1,273,65,0
1897,1,198,98,0
1898,1,168,28,0
1899,1,128,68,0
1900,1,77,12,0
1901,1,155,69,0
1902,1,232,89,0
1903,1,119,126,0
1904,1,128,68,0
1905,1,192,265,0
1906,1,69,11,1
1907,1,164,28,0
1908,1,574,269,1
1909,1,677,196,0
1910,1,162,116,0
1911,1,181,133,0
1912,1,166,56,0
1913,1,35,5,0
1914,1,169,471,1
1915,1,34,5,0
1916,1,42,11,0
1917,1,746,434,0
1918,1,98,29,0
1919,1,186,382,1
1920,1,130,32,0
1921,1,44,10,0
1922,1,245,83,0
1923,1,63,35,0
1924,1,314,154,0
1925,1,106,72,0
1926,1,64,33,0
1927,1,268,115,0
1928,1,32,5,0
1929,1,47,28,0
1930,1,309,214,1
1931,1,408,206,0
1932,1,51,8,0
1933,1,299,149,1
1934,1,577,352,1
1935,1,432,340,0
1936,1,588,398,0
1937,1,89,45,0
1938,1,389,225,0
1939,1,333,164,0
1940,1,726,348,0
1941,1,392,213,0
1942,1,334,131,0
1943,1,239,95,0
1944,1,150,53,0
1945,1,114,56,0
1946,1,126,110,0
1947,1,500,281,0
1948,1,107,115,0
1949,1,553,516,0
1950,1,42,36,0
1951,1,395,201,1
1952,1,245,122,0
1953,1,234,106,0
1954,1,228,185,1
1955,1,594,290,0
1956,1,253,138,1
1957,1,135,205,1
1958,1,65,49,1
1959,1,65,404,1
1960,1,70,85,1
1961,1,17,46,1
1962,1,265,340,1
1963,1,93,350,1
1964,1,220,169,1
1965,1,82,47,0
1966,1,27,23,0
1967,1,135,205,1
1968,1,91,99,1
1969,1,39,48,1
1970,1,823,373,1
1971,1,175,78,0
1972,1,12,20,0
1973,1,71,67,0
1974,1,97,60,1
1975,1,66,158,1
1976,1,138,96,0
1977,1,43,49,0
1978,1,302,217,0
1979,1,168,259,1
1980,1,67,187,1
1981,1,180,87,0
1982,1,363,211,0
1983,1,57,62,0
1984,1,341,269,0
1985,1,511,240,0
1986,1,132,181,1
1987,1,44,54,0
1988,1,255,383,0
1989,1,61,58,0
1990,1,76,156,1
1991,1,121,80,0
1992,1,138,86,0
1993,1,106,89,0
1994,1,399,320,0
1995,1,77,238,1
1996,1,174,72,1
1997,1,182,154,1
1998,1,55,74,0
1999,1,662,304,1
2000,1,186,152,0
2001,1,425,258,0
2002,1,78,110,1
2003,1,105,113,1
2004,1,269,143,0
2005,1,270,459,1
2006,1,34,48,0
2007,1,133,241,1
2008,1,288,260,1
2009,1,297,196,1
2010,1,76,74,1
2011,1,141,97,0
2012,1,303,150,0
2013,1,343,359,1
2014,1,135,126,0
2015,1,199,250,1
2016,1,229,540,1
2017,1,294,187,1
2018,1,192,208,0
2019,1,106,78,0
2020,1,82,76,0
2021,1,35,56,1
2022,1,98,127,1
2023,1,458,268,0
2024,1,388,131,0
2025,1,49,18,0
2026,1,306,228,1
2027,1,228,77,0
2028,1,414,670,1
2029,1,228,77,0
2030,1,408,164,1
2031,1,216,129,0
2032,1,528,349,0
2033,1,348,257,1
2034,1,117,195,0
2035,1,178,63,0
2036,1,133,89,0
2037,1,485,298,0
2038,1,114,66,0
2039,1,131,54,0
2040,1,178,63,1
2041,1,140,75,0
2042,1,382,161,0
2043,1,228,77,0
2044,1,323,125,0
2045,1,178,63,0
2046,1,178,63,0
2047,1,52,19,0
2048,1,694,249,0
2049,1,265,134,0
2050,1,38,18,1
2051,1,242,604,1
2052,1,1047,398,0
2053,1,241,107,0
2054,1,69,28,0
2055,1,166,101,0
2056,1,334,222,0
2057,1,363,228,1
2058,1,460,237,0
2059,1,45,16,0
2060,1,176,385,1
2061,1,194,128,0
2062,1,167,151,0
2063,1,208,295,0
2064,1,263,193,0
2065,1,617,258,0
2066,1,367,259,0
2067,1,161,91,0
2068,1,411,284,1
2069,1,237,244,0
2070,1,474,346,0
2071,1,136,277,1
2072,1,474,331,0
2073,1,140,86,0
2074,1,101,81,0
2075,1,494,281,0
2076,1,55,80,1
2077,1,312,227,0
2078,1,258,138,0
2079,1,254,210,0
2080,1,45,65,0
2081,1,794,482,0
2082,1,107,204,1
2083,1,73,71,0
2084,1,126,167,1
2085,1,87,78,1
2086,1,35,63,0
2087,1,355,199,0
2088,1,79,78,0
2089,1,822,427,0
2090,1,328,148,0
2091,1,63,79,1
2092,1,36,17,0
2093,1,312,166,0
2094,1,54,62,1
2095,1,261,119,0
2096,1,280,161,1
2097,1,265,184,0
2098,1,182,228,0
2099,1,431,185,0
2100,1,517,278,0
2101,1,365,218,0
2102,1,99,112,0
2103,1,204,100,0
2104,1,328,222,1
2105,1,176,118,1
2106,1,51,67,0
2107,1,50,90,1
2108,1,195,125,0
2109,1,100,159,0
2110,1,51,67,0
2111,1,366,191,0
2112,1,216,185,0
2113,1,104,163,1
2114,1,276,324,1
2115,1,438,187,0
2116,1,257,271,0
2117,1,221,229,0
2118,1,215,184,0
2119,1,51,67,0
2120,1,114,123,0
2121,1,164,241,0
2122,1,53,69,0
2123,1,72,79,0
2124,1,271,256,1
2125,1,401,425,1
2126,1,256,257,0
2127,1,421,234,1
2128,1,546,404,1
2129,1,64,88,1
2130,1,146,151,1
2131,1,222,227,0
2132,1,512,486,1
2133,1,277,276,1
2134,1,401,425,1
2135,1,229,340,0
2136,1,123,185,1
2137,1,153,177,0
2138,1,96,127,0
2139,1,214,134,0
2140,1,189,164,1
2141,1,49,67,1
2142,1,414,230,1
2143,1,272,220,1
2144,1,57,121,1
2145,1,49,67,0
2146,1,410,234,0
2147,1,107,249,1
2148,1,713,509,0
2149,1,179,162,1
2150,1,419,301,0
2151,1,239,244,1
2152,1,366,220,1
2153,1,202,430,0
2154,1,174,170,1
2155,1,119,307,1
2156,1,239,244,1
2157,1,99,167,1
2158,1,163,240,1
2159,1,394,293,0
2160,1,138,253,1
2161,1,175,199,1
2162,1,199,196,1
2163,1,76,411,1
2164,1,50,256,1
2165,1,40,352,1
2166,1,142,283,1
2167,1,5,183,1
2168,1,40,352,1
2169,1,18,361,1
2170,1,40,352,1
2171,1,351,293,1
2172,1,417,343,1
2173,1,417,343,1
2174,1,117,343,1
2175,1,40,352,1
2176,1,103,376,1
2177,1,123,420,1
2178,1,88,459,1
2179,1,187,258,1
2180,1,47,271,1
2181,1,123,418,1
2182,1,40,352,1
2183,1,119,367,1
2184,1,19,337,1
2185,1,16,255,1
2186,1,58,383,1
2187,1,28,266,1
2188,1,39,295,1
2189,1,18,361,1
2190,1,96,354,1
2191,1,34,343,1
2192,1,126,463,1
2193,1,48,415,1
2194,1,11,300,1
2195,1,304,549,1
2196,1,30,199,1
2197,1,129,585,1
2198,1,146,447,1
2199,1,69,244,1
2200,1,89,21,0
2201,1,246,133,0
2202,1,116,37,0
2203,1,310,105,0
2204,1,127,53,0
2205,1,239,77,0
2206,1,322,293,1
2207,1,97,44,1
2208,1,220,60,0
2209,1,176,172,0
2210,1,131,68,0
2211,1,589,242,0
2212,1,56,52,0
2213,1,446,186,0
2214,1,235,132,0
2215,1,335,173,0
2216,1,662,370,0
2217,1,94,23,0
2218,1,75,22,0
2219,1,99,37,0
2220,1,233,134,1
2221,1,171,137,0
2222,1,97,42,1
2223,1,293,157,0
2224,1,181,71,0
2225,1,229,137,0
2226,1,150,110,0
2227,1,581,266,0
2228,1,469,143,0
2229,1,93,30,0
2230,1,766,315,0
2231,1,222,96,0
2232,1,251,156,0
2233,1,547,192,0
2234,1,188,77,0
2235,1,516,197,0
2236,1,155,92,1
2237,1,33,50,0
2238,1,700,376,0
2239,1,284,156,1
2240,1,339,185,0
2241,1,135,45,0
2242,1,375,172,0
2243,1,270,86,0
2244,1,580,197,0
2245,1,54,37,1
2246,1,345,122,0
2247,1,345,136,0
2248,1,619,197,0
2249,1,635,218,0
2250,1,206,77,1
2251,1,628,214,0
2252,1,185,76,0
2253,1,206,77,0
2254,1,224,88,0
2255,1,315,146,1
2256,1,628,214,0
2257,1,305,378,1
2258,1,627,215,0
2259,1,324,112,0
2260,1,635,234,1
2261,1,246,196,0
2262,1,283,93,0
2263,1,627,214,0
2264,1,658,223,0
2265,1,289,183,0
2266,1,113,184,1
2267,1,194,71,0
2268,1,485,204,1
2269,1,162,71,1
2270,1,134,98,0
2271,1,179,173,0
2272,1,158,170,0
2273,1,131,76,0
2274,1,131,131,0
2275,1,129,53,0
2276,1,224,101,0
2277,1,85,22,0
2278,1,134,98,0
2279,1,134,98,1
2280,1,61,25,0
2281,1,224,98,0
2282,1,120,44,0
2283,1,96,51,0
2284,1,295,185,0
2285,1,124,154,1
2286,1,298,224,0
2287,1,331,255,0
2288,1,739,258,0
2289,1,108,37,0
2290,1,89,32,0
2291,1,188,163,1
2292,1,145,76,0
2293,1,168,174,0
2294,1,350,435,0
2295,1,120,30,0
2296,1,258,206,0
2297,1,240,157,0
2298,1,404,275,0
2299,1,539,285,1
2300,1,210,114,0
2301,1,817,469,0
2302,1,199,128,0
2303,1,181,66,0
2304,1,72,18,0
2305,1,290,106,0
2306,1,586,208,0
2307,1,571,226,0
2308,1,194,99,0
2309,1,396,235,0
2310,1,247,126,1
2311,1,116,115,1
2312,1,171,77,0
2313,1,130,75,0
2314,1,115,34,0
2315,1,456,198,0
2316,1,50,16,0
2317,1,130,75,0
2318,1,272,357,1
2319,1,552,216,0
2320,1,336,274,0
2321,1,322,382,1
2322,1,322,116,0
2323,1,130,75,0
2324,1,234,170,1
2325,1,107,58,0
2326,1,128,51,0
2327,1,148,197,0
2328,1,415,198,0
2329,1,285,160,1
2330,1,150,247,1
2331,1,89,181,1
2332,1,274,81,0
2333,1,321,155,0
2334,1,438,489,0
2335,1,98,26,0
2336,1,90,89,0
2337,1,61,26,0
2338,1,53,53,0
2339,1,179,135,0
2340,1,120,204,1
2341,1,386,372,1
2342,1,340,230,1
2343,1,65,50,1
2344,1,38,16,0
2345,1,363,380,0
2346,1,108,96,1
2347,1,332,111,0
2348,1,98,196,1
2349,1,146,82,0
2350,1,363,211,0
2351,1,421,206,0
2352,1,363,380,0
2353,1,470,291,0
2354,1,167,63,0
2355,1,149,104,0
2356,1,148,207,1
2357,1,332,296,0
2358,1,173,78,0
2359,1,169,90,0
2360,1,116,167,0
2361,1,90,76,1
2362,1,224,178,0
2363,1,111,55,0
2364,1,159,206,0
2365,1,129,77,0
2366,1,591,560,0
2367,1,109,312,1
2368,1,659,358,0
2369,1,591,560,0
2370,1,452,312,0
2371,1,143,140,0
2372,1,649,541,0
2373,1,214,682,1
2374,1,155,373,1
2375,1,591,560,1
2376,1,227,792,1
2377,1,214,682,1
2378,1,259,248,0
2379,1,166,256,1
2380,1,591,560,0
2381,1,144,391,1
2382,1,591,560,0
2383,1,338,204,0
2384,1,46,203,1
2385,1,119,127,0
2386,1,214,682,1
2387,1,54,317,1
2388,1,91,248,0
2389,1,44,107,0
2390,1,132,389,1
2391,1,227,792,1
2392,1,240,688,1
2393,1,60,110,0
2394,1,591,560,0
2395,1,133,372,1
2396,1,306,356,0
2397,1,110,120,0
2398,1,183,145,0
2399,1,146,358,1
2400,1,156,180,1
2401,1,81,212,1
2402,1,357,363,1
2403,1,557,506,0
2404,1,505,469,1
2405,1,170,195,1
2406,1,110,154,0
2407,1,241,398,1
2408,1,62,221,1
2409,1,133,135,1
2410,1,231,625,1
2411,1,67,243,1
2412,1,290,142,0
2413,1,824,384,0
2414,1,48,210,1
2415,1,264,583,1
2416,1,164,221,0
2417,1,659,518,1
2418,1,212,463,1
2419,1,523,438,1
2420,1,245,241,1
2421,1,381,265,0
2422,1,258,385,1
2423,1,79,62,0
2424,1,766,478,1
2425,1,317,194,0
2426,1,170,396,1
2427,1,174,268,1
2428,1,287,335,1
2429,1,145,124,0
2430,1,104,37,0
2431,1,360,230,0
2432,1,83,248,1
2433,1,113,139,1
2434,1,127,245,1
2435,1,478,918,1
2436,1,196,160,0
2437,1,292,389,1
2438,1,57,211,1
2439,1,182,423,1
2440,1,105,226,1
2441,1,182,423,1
2442,1,344,463,1
2443,1,244,568,1
2444,1,124,548,1
2445,1,182,425,1
2446,1,182,426,1
2447,1,170,343,1
2448,1,111,298,1
2449,1,182,423,1
2450,1,325,792,1
2451,1,183,417,1
2452,1,325,792,1
2453,1,224,294,1
2454,1,182,423,1
2455,1,650,651,1
2456,1,325,792,1
2457,1,586,333,1
2458,1,87,212,1
2459,1,94,365,1
2460,1,196,271,1
2461,1,80,312,1
2462,1,249,383,1
2463,1,82,442,1
2464,1,159,151,1
2465,1,138,456,1
2466,1,94,365,1
2467,1,82,442,1
2468,1,80,312,1
2469,1,94,201,1
2470,1,87,215,1
2471,1,142,425,1
2472,1,490,311,1
2473,1,373,475,1
2474,1,57,163,1
2475,1,111,298,1
2476,1,166,161,1
2477,1,182,423,1
2478,1,209,122,1
2479,1,461,205,0
2480,1,156,51,0
2481,1,294,232,1
2482,1,84,29,0
2483,1,333,154,0
2484,1,82,80,0
2485,1,189,56,0
2486,1,161,105,0
2487,1,241,71,0
2488,1,313,377,1
2489,1,248,153,0
2490,1,181,126,0
2491,1,96,48,1
2492,1,216,94,0
2493,1,634,386,1
2494,1,120,24,0
2495,1,183,148,0
2496,1,51,12,0
2497,1,257,138,0
2498,1,120,24,0
2499,1,634,386,0
2500,1,138,69,1
2501,1,444,271,0
2502,1,208,177,0
2503,1,64,34,0
2504,1,284,100,1
2505,1,209,69,0
2506,1,507,198,0
2507,1,20,26,1
2508,1,184,130,1
2509,1,82,18,0
2510,1,235,65,0
2511,1,652,274,1
2512,1,324,224,0
2513,1,82,20,0
2514,1,140,55,0
2515,1,187,83,0
2516,1,157,92,1
2517,1,137,43,0
2518,1,143,85,0
2519,1,354,121,0
2520,1,272,126,0
2521,1,179,79,0
2522,1,276,157,1
2523,1,236,170,0
2524,1,291,146,0
2525,1,90,33,0
2526,1,412,188,0
2527,1,764,377,0
2528,1,131,66,0
2529,1,264,318,0
2530,1,117,53,0
2531,1,73,76,1
2532,1,137,145,0
2533,1,334,180,0
2534,1,134,102,0
2535,1,539,340,0
2536,1,332,120,1
2537,1,68,13,0
2538,1,368,239,0
2539,1,86,14,0
2540,1,77,14,0
2541,1,674,248,0
2542,1,82,31,0
2543,1,234,260,0
2544,1,99,53,1
2545,1,110,94,0
2546,1,227,108,0
2547,1,155,67,0
2548,1,235,217,0
2549,1,197,134,0
2550,1,374,184,0
2551,1,154,113,0
2552,1,165,90,1
2553,1,109,54,0
2554,1,372,237,1
2555,1,142,118,1
2556,1,519,290,1
2557,1,133,81,0
2558,1,338,141,0
2559,1,291,220,0
2560,1,138,96,0
2561,1,305,270,0
2562,1,451,202,0
2563,1,473,380,1
2564,1,354,207,1
2565,1,352,129,0
2566,1,365,128,0
2567,1,180,100,0
2568,1,119,114,0
2569,1,95,89,1
2570,1,88,80,0
2571,1,90,48,0
2572,1,417,243,0
2573,1,586,321,1
2574,1,380,185,0
2575,1,175,94,0
2576,1,85,41,0
2577,1,569,276,0
2578,1,508,206,0
2579,1,407,166,0
2580,1,113,110,0
2581,1,440,272,0
2582,1,297,134,0
2583,1,317,368,0
2584,1,485,201,0
2585,1,78,41,0
2586,1,61,37,0
2587,1,444,221,0
2588,1,294,451,1
2589,1,465,841,1
2590,1,297,134,0
2591,1,297,134,0
2592,1,278,274,0
2593,1,297,134,0
2594,1,142,73,0
2595,1,256,144,1
2596,1,437,796,1
2597,1,121,65,0
2598,1,742,380,0
2599,1,213,94,0
2600,1,525,391,0
2601,1,292,397,1
2602,1,465,841,1
2603,1,217,248,1
2604,1,297,134,0
2605,1,479,213,0
2606,1,232,129,0
2607,1,297,134,0
2608,1,430,191,0
2609,1,112,51,0
2610,1,160,136,1
2611,1,297,134,0
2612,1,315,241,1
2613,1,178,143,0
2614,1,97,30,0
2615,1,66,25,0
2616,1,43,16,0
2617,1,165,125,0
2618,1,301,207,0
2619,1,151,123,0
2620,1,234,112,0
2621,1,142,232,0
2622,1,52,20,0
2623,1,79,69,0
2624,1,56,112,1
2625,1,197,147,0
2626,1,29,13,0
2627,1,82,198,1
2628,1,242,141,0
2629,1,284,223,1
